PpCode,DmCode,VaCode,Estimate,LSE,LowerCIB,UpperCIB,Flag
P001,D001,G001,23954,2250,21704,26204,
P001,D001,G002,22897,1574,21323,24471,
P001,D001,G003,21527,8521,13006,30048,
P001,D001,G004,23228,1446,21782,24674,
P001,D002,A001,28020,2616,25404,30636,
P001,D002,A002,27058,3282,23776,30340,
P001,D002,A003,22114,2810,19304,24924,
P001,D002,A004,26345,3245,23100,29590,
P001,D002,A005,26068,3781,22287,29849,
P001,D002,A006,17352,4079,13273,21431,
P001,D002,A007,18235,3009,15226,21244,
P001,D002,A008,16667,3498,13169,20165,
P001,D002,A009,13618,4197,9421,17815,
P001,D002,A010,10852,4452,6400,15304,
P001,D002,A011,23228,1446,21782,24674,
P001,D003,E001,23359,1633,21726,24992,
P001,D003,E002,20610,2581,18029,23191,
P001,D003,E003,23785,4540,19245,28325,
P001,D003,E004,25543,3927,21616,29470,
P001,D003,E005,27199,7220,19979,34419,
P001,D003,E006,17411,8095,9316,25506,
P001,D003,E007,23228,1446,21782,24674,
P001,D004,Q001,17840,3202,14638,21042,
P001,D004,Q002,25565,2115,23450,27680,
P001,D004,Q003,20946,3342,17604,24288,
P001,D004,Q004,20028,3368,16660,23396,
P001,D004,Q005,24812,2667,22145,27479,
P001,D004,Q006,28877,5231,23646,34108,
P001,D004,Q007,22704,5145,17559,27849,
P001,D004,Q008,19809,6003,13806,25812,
P001,D004,Q009,21869,9268,12601,31137,
P001,D004,Q010,22954,12661,10293,35615,
P001,D004,Q011,24337,6499,17838,30836,
P001,D004,Q012,23228,1446,21782,24674,
P001,D005,L001,25427,1638,23789,27065,
P001,D005,L002,22220,3841,18379,26061,
P001,D005,L003,17126,1997,15129,19123,
P001,D005,L004,23228,1446,21782,24674,
P001,D006,B001,21802,1968,19834,23770,
P001,D006,B002,23545,1637,21908,25182,
P001,D006,B003,23228,1446,21782,24674,
P001,D007,R001,14529,5995,8534,20524,
P001,D007,R002,26812,2335,24477,29147,
P001,D007,R003,18546,3727,14819,22273,
P001,D007,R004,22932,6505,16427,29437,
P001,D007,R005,19810,4340,15470,24150,
P001,D007,R006,13895,4105,9790,18000,
P001,D007,R007,16457,3392,13065,19849,
P001,D007,R008,29482,5145,24337,34627,
P001,D007,R009,15516,4370,11146,19886,
P001,D007,R010,18885,2343,16542,21228,
P001,D007,R011,25413,4169,21244,29582,
P001,D007,R012,14914,3724,11190,18638,
P001,D007,R013,23228,1446,21782,24674,
P001,D008,U001,14537,3593,10944,18130,
P001,D008,U002,24334,1442,22892,25776,
P001,D008,U003,23228,1446,21782,24674,
P002,D001,G001,20359,490,19869,20849,
P002,D001,G002,19592,475,19117,20067,
P002,D001,G003,,,,,NA
P002,D001,G004,19972,463,19509,20435,
P002,D002,A001,25107,1355,23752,26462,
P002,D002,A002,24986,945,24041,25931,
P002,D002,A003,25406,1174,24232,26580,
P002,D002,A004,25508,872,24636,26380,
P002,D002,A005,24933,958,23975,25891,
P002,D002,A006,23828,1086,22742,24914,
P002,D002,A007,20759,1293,19466,22052,
P002,D002,A008,17469,973,16496,18442,
P002,D002,A009,14476,968,13508,15444,
P002,D002,A010,9284,399,8885,9683,
P002,D002,A011,19972,463,19509,20435,
P002,D003,E001,18838,473,18365,19311,
P002,D003,E002,18085,697,17388,18782,
P002,D003,E003,21115,1342,19773,22457,
P002,D003,E004,25841,1279,24562,27120,
P002,D003,E005,24085,2703,21382,26788,
P002,D003,E006,21188,2295,18893,23483,
P002,D003,E007,19972,463,19509,20435,
P002,D004,Q001,14995,629,14366,15624,
P002,D004,Q002,19238,740,18498,19978,
P002,D004,Q003,19064,763,18301,19827,
P002,D004,Q004,19168,787,18381,19955,
P002,D004,Q005,24081,947,23134,25028,
P002,D004,Q006,24770,1307,23463,26077,
P002,D004,Q007,25680,1989,23691,27669,
P002,D004,Q008,23742,2998,20744,26740,
P002,D004,Q009,16332,1227,15105,17559,
P002,D004,Q010,24753,5417,19336,30170,
P002,D004,Q011,22464,1741,20723,24205,
P002,D004,Q012,19972,463,19509,20435,
P002,D005,L001,23000,575,22425,23575,
P002,D005,L002,20029,1482,18547,21511,
P002,D005,L003,12735,439,12296,13174,
P002,D005,L004,19972,463,19509,20435,
P002,D006,B001,15616,829,14787,16445,
P002,D006,B002,20553,465,20088,21018,
P002,D006,B003,19972,463,19509,20435,
P002,D007,R001,14195,1803,12392,15998,
P002,D007,R002,25284,948,24336,26232,
P002,D007,R003,16735,1030,15705,17765,
P002,D007,R004,16850,2024,14826,18874,
P002,D007,R005,15469,1269,14200,16738,
P002,D007,R006,13999,1632,12367,15631,
P002,D007,R007,15130,974,14156,16104,
P002,D007,R008,22142,1402,20740,23544,
P002,D007,R009,15225,1736,13489,16961,
P002,D007,R010,18307,2211,16096,20518,
P002,D007,R011,17177,2365,14812,19542,
P002,D007,R012,12147,1231,10916,13378,
P002,D007,R013,19972,463,19509,20435,
P002,D008,U001,13342,1157,12185,14499,
P002,D008,U002,21090,531,20559,21621,
P002,D008,U003,19972,463,19509,20435,
P003,D001,G001,20481,493,19988,20974,
P003,D001,G002,19756,462,19294,20218,
P003,D001,G003,21527,8521,13006,30048,
P003,D001,G004,20115,455,19660,20570,
P003,D002,A001,25427,1303,24124,26730,
P003,D002,A002,25138,957,24181,26095,
P003,D002,A003,25209,1109,24100,26318,
P003,D002,A004,25539,862,24677,26401,
P003,D002,A005,24972,923,24049,25895,
P003,D002,A006,23589,1056,22533,24645,
P003,D002,A007,20700,1271,19429,21971,
P003,D002,A008,17446,951,16495,18397,
P003,D002,A009,14458,945,13513,15403,
P003,D002,A010,9309,397,8912,9706,
P003,D002,A011,20115,455,19660,20570,
P003,D003,E001,19062,463,18599,19525,
P003,D003,E002,18213,691,17522,18904,
P003,D003,E003,21216,1343,19873,22559,
P003,D003,E004,25832,1265,24567,27097,
P003,D003,E005,24300,2595,21705,26895,
P003,D003,E006,21076,2221,18855,23297,
P003,D003,E007,20115,455,19660,20570,
P003,D004,Q001,15079,616,14463,15695,
P003,D004,Q002,19588,733,18855,20321,
P003,D004,Q003,19141,758,18383,19899,
P003,D004,Q004,19208,788,18420,19996,
P003,D004,Q005,24115,921,23194,25036,
P003,D004,Q006,24983,1255,23728,26238,
P003,D004,Q007,25473,1899,23574,27372,
P003,D004,Q008,23520,2881,20639,26401,
P003,D004,Q009,16500,1182,15318,17682,
P003,D004,Q010,24639,5093,19546,29732,
P003,D004,Q011,22525,1775,20750,24300,
P003,D004,Q012,20115,455,19660,20570,
P003,D005,L001,23113,561,22552,23674,
P003,D005,L002,20226,1435,18791,21661,
P003,D005,L003,12899,434,12465,13333,
P003,D005,L004,20115,455,19660,20570,
P003,D006,B001,16025,767,15258,16792,
P003,D006,B002,20675,461,20214,21136,
P003,D006,B003,20115,455,19660,20570,
P003,D007,R001,14207,1801,12406,16008,
P003,D007,R002,25350,945,24405,26295,
P003,D007,R003,16817,1026,15791,17843,
P003,D007,R004,17039,2086,14953,19125,
P003,D007,R005,15591,1245,14346,16836,
P003,D007,R006,13995,1603,12392,15598,
P003,D007,R007,15187,984,14203,16171,
P003,D007,R008,22605,1423,21182,24028,
P003,D007,R009,15235,1700,13535,16935,
P003,D007,R010,18333,2082,16251,20415,
P003,D007,R011,17580,2349,15231,19929,
P003,D007,R012,12225,1205,11020,13430,
P003,D007,R013,20115,455,19660,20570,
P003,D008,U001,13383,1145,12238,14528,
P003,D008,U002,21237,523,20714,21760,
P003,D008,U003,20115,455,19660,20570,
P004,D001,G001,20479,492,19987,20971,
P004,D001,G002,19752,463,19289,20215,
P004,D001,G003,,,,,NA
P004,D001,G004,20110,458,19652,20568,
P004,D002,A001,25354,1310,24044,26664,
P004,D002,A002,25174,964,24210,26138,
P004,D002,A003,25213,1108,24105,26321,
P004,D002,A004,25509,863,24646,26372,
P004,D002,A005,24982,933,24049,25915,
P004,D002,A006,23624,1058,22566,24682,
P004,D002,A007,20715,1272,19443,21987,
P004,D002,A008,17503,952,16551,18455,
P004,D002,A009,14447,950,13497,15397,
P004,D002,A010,9313,398,8915,9711,
P004,D002,A011,20110,458,19652,20568,
P004,D003,E001,19041,467,18574,19508,
P004,D003,E002,18235,684,17551,18919,
P004,D003,E003,21197,1338,19859,22535,
P004,D003,E004,25857,1269,24588,27126,
P004,D003,E005,24370,2601,21769,26971,
P004,D003,E006,21058,2233,18825,23291,
P004,D003,E007,20110,458,19652,20568,
P004,D004,Q001,15088,615,14473,15703,
P004,D004,Q002,19512,722,18790,20234,
P004,D004,Q003,19175,775,18400,19950,
P004,D004,Q004,19196,789,18407,19985,
P004,D004,Q005,24137,919,23218,25056,
P004,D004,Q006,25024,1255,23769,26279,
P004,D004,Q007,25533,1922,23611,27455,
P004,D004,Q008,23528,2888,20640,26416,
P004,D004,Q009,16526,1186,15340,17712,
P004,D004,Q010,24472,5177,19295,29649,
P004,D004,Q011,22478,1783,20695,24261,
P004,D004,Q012,20110,458,19652,20568,
P004,D005,L001,23108,565,22543,23673,
P004,D005,L002,20162,1431,18731,21593,
P004,D005,L003,12893,433,12460,13326,
P004,D005,L004,20110,458,19652,20568,
P004,D006,B001,16042,779,15263,16821,
P004,D006,B002,20664,463,20201,21127,
P004,D006,B003,20110,458,19652,20568,
P004,D007,R001,14206,1797,12409,16003,
P004,D007,R002,25369,949,24420,26318,
P004,D007,R003,16837,1027,15810,17864,
P004,D007,R004,17047,2091,14956,19138,
P004,D007,R005,15556,1239,14317,16795,
P004,D007,R006,13992,1600,12392,15592,
P004,D007,R007,15217,988,14229,16205,
P004,D007,R008,22485,1391,21094,23876,
P004,D007,R009,15298,1695,13603,16993,
P004,D007,R010,18345,2120,16225,20465,
P004,D007,R011,17539,2351,15188,19890,
P004,D007,R012,12211,1212,10999,13423,
P004,D007,R013,20110,458,19652,20568,
P004,D008,U001,13387,1150,12237,14537,
P004,D008,U002,21230,527,20703,21757,
P004,D008,U003,20110,458,19652,20568,
P005,D001,G001,20936,6750,14186,27686,
P005,D001,G002,20993,6124,14869,27117,
P005,D001,G003,21527,8521,13006,30048,
P005,D001,G004,21209,4579,16630,25788,
P005,D002,A001,31108,10691,20417,41799,
P005,D002,A002,17546,9417,8129,26963,
P005,D002,A003,24285,10940,13345,35225,
P005,D002,A004,34937,23836,11101,58773,
P005,D002,A005,22334,10217,12117,32551,
P005,D002,A006,13090,6543,6547,19633,
P005,D002,A007,17965,7801,10164,25766,
P005,D002,A008,7638,4744,2894,12382,
P005,D002,A009,16453,19302,-2849,35755,
P005,D002,A010,7391,3471,3920,10862,
P005,D002,A011,21209,4579,16630,25788,
P005,D003,E001,23031,5408,17623,28439,
P005,D003,E002,13912,6653,7259,20565,
P005,D003,E003,25036,10293,14743,35329,
P005,D003,E004,20678,11001,9677,31679,
P005,D003,E005,,,,,S
P005,D003,E006,,,,,S
P005,D003,E007,21209,4579,16630,25788,
P005,D004,Q001,12671,5172,7499,17843,
P005,D004,Q002,30408,9513,20895,39921,
P005,D004,Q003,13422,5772,7650,19194,
P005,D004,Q004,21751,10328,11423,32079,
P005,D004,Q005,18545,11803,6742,30348,
P005,D004,Q006,15364,9663,5701,25027,
P005,D004,Q007,16572,12857,3715,29429,
P005,D004,Q008,,,,,S
P005,D004,Q009,,,,,S
P005,D004,Q010,,,,,S
P005,D004,Q011,32126,27869,4257,59995,
P005,D004,Q012,21209,4579,16630,25788,
P005,D005,L001,24184,6444,17740,30628,
P005,D005,L002,27740,11739,16001,39479,
P005,D005,L003,13907,4774,9133,18681,
P005,D005,L004,21209,4579,16630,25788,
P005,D006,B001,14115,5526,8589,19641,
P005,D006,B002,23221,5450,17771,28671,
P005,D006,B003,21209,4579,16630,25788,
P005,D007,R001,14294,12263,2031,26557,
P005,D007,R002,21778,5881,15897,27659,
P005,D007,R003,10375,4778,5597,15153,
P005,D007,R004,13857,7075,6782,20932,
P005,D007,R005,,,,,S
P005,D007,R006,14656,18099,-3443,32755,
P005,D007,R007,9532,5332,4200,14864,
P005,D007,R008,38062,15139,22923,53201,
P005,D007,R009,5764,3706,2058,9470,
P005,D007,R010,16383,7530,8853,23913,
P005,D007,R011,,,,,S
P005,D007,R012,,,,,S
P005,D007,R013,21209,4579,16630,25788,
P005,D008,U001,12696,6651,6045,19347,
P005,D008,U002,22593,4806,17787,27399,
P005,D008,U003,21209,4579,16630,25788,
P006,D001,G001,20245,467,19778,20712,
P006,D001,G002,19513,502,19011,20015,
P006,D001,G003,,,,,S
P006,D001,G004,19876,456,19420,20332,
P006,D002,A001,25251,1446,23805,26697,
P006,D002,A002,25341,978,24363,26319,
P006,D002,A003,25417,956,24461,26373,
P006,D002,A004,25638,936,24702,26574,
P006,D002,A005,25025,989,24036,26014,
P006,D002,A006,23911,1150,22761,25061,
P006,D002,A007,20790,1119,19671,21909,
P006,D002,A008,17685,1016,16669,18701,
P006,D002,A009,14337,982,13355,15319,
P006,D002,A010,8827,363,8464,9190,
P006,D002,A011,19876,456,19420,20332,
P006,D003,E001,18853,494,18359,19347,
P006,D003,E002,18113,737,17376,18850,
P006,D003,E003,21491,1440,20051,22931,
P006,D003,E004,25651,1135,24516,26786,
P006,D003,E005,23640,2515,21125,26155,
P006,D003,E006,16486,2701,13785,19187,
P006,D003,E007,19876,456,19420,20332,
P006,D004,Q001,14894,564,14330,15458,
P006,D004,Q002,19050,769,18281,19819,
P006,D004,Q003,19152,754,18398,19906,
P006,D004,Q004,18905,826,18079,19731,
P006,D004,Q005,24149,1006,23143,25155,
P006,D004,Q006,24794,1357,23437,26151,
P006,D004,Q007,25708,2032,23676,27740,
P006,D004,Q008,23901,3080,20821,26981,
P006,D004,Q009,16265,1264,15001,17529,
P006,D004,Q010,24888,5566,19322,30454,
P006,D004,Q011,21796,1249,20547,23045,
P006,D004,Q012,19876,456,19420,20332,
P006,D005,L001,22945,537,22408,23482,
P006,D005,L002,20088,1580,18508,21668,
P006,D005,L003,12568,444,12124,13012,
P006,D005,L004,19876,456,19420,20332,
P006,D006,B001,15449,845,14604,16294,
P006,D006,B002,20443,448,19995,20891,
P006,D006,B003,19876,456,19420,20332,
P006,D007,R001,14484,1945,12539,16429,
P006,D007,R002,25332,941,24391,26273,
P006,D007,R003,16726,1074,15652,17800,
P006,D007,R004,16829,1811,15018,18640,
P006,D007,R005,15627,1196,14431,16823,
P006,D007,R006,13837,1608,12229,15445,
P006,D007,R007,15123,933,14190,16056,
P006,D007,R008,22208,1338,20870,23546,
P006,D007,R009,15334,1815,13519,17149,
P006,D007,R010,18059,2140,15919,20199,
P006,D007,R011,17003,2225,14778,19228,
P006,D007,R012,12113,1237,10876,13350,
P006,D007,R013,19876,456,19420,20332,
P006,D008,U001,13500,1210,12290,14710,
P006,D008,U002,20987,530,20457,21517,
P006,D008,U003,19876,456,19420,20332,
P007,D001,G001,24372,2369,22003,26741,
P007,D001,G002,23056,1560,21496,24616,
P007,D001,G003,25466,8151,17315,33617,
P007,D001,G004,23637,1430,22207,25067,
P007,D002,A001,27898,2470,25428,30368,
P007,D002,A002,27374,3275,24099,30649,
P007,D002,A003,21963,2838,19125,24801,
P007,D002,A004,25837,3302,22535,29139,
P007,D002,A005,26093,4007,22086,30100,
P007,D002,A006,17771,4455,13316,22226,
P007,D002,A007,18316,3360,14956,21676,
P007,D002,A008,18718,3613,15105,22331,
P007,D002,A009,12647,3475,9172,16122,
P007,D002,A010,11404,5241,6163,16645,
P007,D002,A011,23637,1430,22207,25067,
P007,D003,E001,23615,1639,21976,25254,
P007,D003,E002,21030,2487,18543,23517,
P007,D003,E003,23396,4943,18453,28339,
P007,D003,E004,26951,3618,23333,30569,
P007,D003,E005,28126,7390,20736,35516,
P007,D003,E006,18211,9138,9073,27349,
P007,D003,E007,23637,1430,22207,25067,
P007,D004,Q001,18438,3449,14989,21887,
P007,D004,Q002,25290,2095,23195,27385,
P007,D004,Q003,22313,3535,18778,25848,
P007,D004,Q004,19775,3509,16266,23284,
P007,D004,Q005,25369,2538,22831,27907,
P007,D004,Q006,29834,5353,24481,35187,
P007,D004,Q007,23358,5549,17809,28907,
P007,D004,Q008,19809,6003,13806,25812,
P007,D004,Q009,23377,9486,13891,32863,
P007,D004,Q010,22954,12661,10293,35615,
P007,D004,Q011,24830,7108,17722,31938,
P007,D004,Q012,23637,1430,22207,25067,
P007,D005,L001,25799,1603,24196,27402,
P007,D005,L002,21799,3544,18255,25343,
P007,D005,L003,17539,2089,15450,19628,
P007,D005,L004,23637,1430,22207,25067,
P007,D006,B001,22651,1964,20687,24615,
P007,D006,B002,23861,1656,22205,25517,
P007,D006,B003,23637,1430,22207,25067,
P007,D007,R001,14305,6264,8041,20569,
P007,D007,R002,27451,2373,25078,29824,
P007,D007,R003,19078,3957,15121,23035,
P007,D007,R004,23656,6657,16999,30313,
P007,D007,R005,18833,4461,14372,23294,
P007,D007,R006,14522,4374,10148,18896,
P007,D007,R007,17433,3517,13916,20950,
P007,D007,R008,29484,4922,24562,34406,
P007,D007,R009,16798,4352,12446,21150,
P007,D007,R010,18994,2275,16719,21269,
P007,D007,R011,24789,4134,20655,28923,
P007,D007,R012,14890,3704,11186,18594,
P007,D007,R013,23637,1430,22207,25067,
P007,D008,U001,14570,3865,10705,18435,
P007,D008,U002,24733,1462,23271,26195,
P007,D008,U003,23637,1430,22207,25067,
